cycle,state,district,margin,winner_party
2002,MD,04,-58.03,D
2002,MD,05,-38.8,D
2002,MD,06,32.34,R
2002,MD,07,-47.19,D
2002,MD,08,-4.22,D
2002,ME,01,-27.61,D
2002,ME,02,-4.01,D
2002,MI,01,-36.57,D
2002,MI,02,42.7,R
2002,MI,03,41.65,R
2002,MI,04,38.04,R
2002,MI,05,-91.56,D
2002,MI,06,39.86,R
2002,MI,07,21.04,R
2002,MI,08,37.12,R
2002,MI,09,18.22,R
2002,MI,10,27.79,R
2002,MI,11,17.53,R
2002,MI,12,-38.48,D
2002,MI,13,-91.61,D
2002,MI,14,-68.0,D
2002,MI,15,-46.49,D
2002,MN,01,26.85,R
2002,MN,02,11.1,R
2002,MN,03,44.14,R
2002,MN,04,-28.31,D
2002,MN,05,-41.14,D
2002,MN,06,22.28,R
2002,MN,07,-30.63,D
2002,MN,08,-37.42,D
2002,MO,01,-43.02,D
2002,MO,02,36.1,R
2002,MO,03,-20.12,D
2002,MO,04,-36.98,D
2002,MO,05,-33.52,D
2002,MO,06,27.85,R
2002,MO,07,51.81,R
2002,MO,08,44.85,R
2002,MO,09,39.65,R
2002,MS,01,47.23,R
2002,MS,02,-12.39,D
2002,MS,03,28.81,R
2002,MS,04,-53.98,D
2002,MT,01,31.95,R
2002,NC,01,-28.91,D
2002,NC,02,-32.09,D
2002,NC,03,90.7,R
2002,NC,04,-25.04,D
2002,NC,05,40.38,R
2002,NC,06,90.41,R
2002,NC,07,-43.81,D
2002,NC,08,9.0,R
2002,NC,09,46.59,R
2002,NC,10,21.46,R
2002,NC,11,12.69,R
2002,NC,12,-32.55,D
2002,NC,13,-12.33,D
2002,ND,01,-4.81,D
2002,NE,01,85.35,R
2002,NE,02,30.33,R
2002,NE,03,93.17,R
2002,NH,01,19.63,R
2002,NH,02,15.95,R
2002,NJ,01,-92.74,D
2002,NJ,02,40.94,R
2002,NJ,03,31.1,R
2002,NJ,04,34.04,R
2002,NJ,05,21.2,R
2002,NJ,06,-35.56,D
2002,NJ,07,17.04,R
2002,NJ,08,-36.25,D
2002,NJ,09,-39.53,D
2002,NJ,10,-68.9,D
2002,NJ,11,45.98,R
2002,NJ,12,-24.38,D
2002,NJ,13,-60.12,D
2002,NM,01,10.68,R
2002,NM,02,12.51,R
2002,NM,03,-100.0,D
2002,NV,01,-10.83,D
2002,NV,02,54.33,R
2002,NV,03,18.84,R
2002,NY,01,-1.54,D
2002,NY,02,-16.44,D
2002,NY,03,40.46,R
2002,NY,04,-12.16,D
2002,NY,05,-57.11,D
2002,NY,06,-65.1,D
2002,NY,07,-31.07,D
2002,NY,08,-43.32,D
2002,NY,09,-24.21,D
2002,NY,10,-62.82,D
2002,NY,11,-55.19,D
2002,NY,12,-57.11,D
2002,NY,13,34.66,R
2002,NY,14,-42.47,D
2002,NY,15,-57.58,D
2002,NY,16,-59.08,D
2002,NY,17,-24.14,D
2002,NY,18,-52.08,D
2002,NY,19,40.02,R
2002,NY,20,42.4,R
2002,NY,21,-45.49,D
2002,NY,22,-28.75,D
2002,NY,23,67.54,R
2002,NY,24,53.31,R
2002,NY,25,42.05,R
2002,NY,26,43.9,R
2002,NY,27,36.17,R
2002,NY,28,-22.54,D
2002,NY,29,43.57,R
2002,OH,01,29.6,R
2002,OH,02,48.1,R
2002,OH,03,17.54,R
2002,OH,04,35.04,R
2002,OH,05,39.53,R
2002,OH,06,-18.96,D
2002,OH,07,40.38,R
2002,OH,08,41.62,R
2002,OH,09,-47.98,D
2002,OH,10,-50.26,D
2002,OH,11,-52.67,D
2002,OH,12,28.77,R
2002,OH,13,-37.93,D
2002,OH,14,44.3,R
2002,OH,15,33.18,R
2002,OH,16,37.74,R
2002,OH,17,-17.46,D
2002,OH,18,100.0,R
2002,OK,01,13.45,R
2002,OK,02,-48.24,D
2002,OK,03,75.58,R
2002,OK,04,7.65,R
2002,OK,05,29.82,R
2002,OR,01,-28.69,D
2002,OR,02,46.1,R
2002,OR,03,-40.02,D
2002,OR,04,-29.46,D
2002,OR,05,-9.65,D
2002,PA,01,-73.98,D
2002,PA,02,-75.54,D
2002,PA,03,77.67,R
2002,PA,04,29.11,R
2002,PA,05,87.24,R
2002,PA,06,2.74,R
2002,PA,07,32.18,R
2002,PA,08,25.18,R
2002,PA,09,42.11,R
2002,PA,10,92.6,R
2002,PA,11,-13.17,D
2002,PA,12,-46.96,D
2002,PA,13,-3.61,D
2002,PA,14,-99.93,D
2002,PA,15,14.72,R
2002,PA,16,88.45,R
2002,PA,17,-2.82,D
2002,PA,18,20.28,R
2002,PA,19,91.06,R
2002,RI,01,-22.57,D
2002,RI,02,-54.02,D
2002,SC,01,89.56,R
2002,SC,02,84.12,R
2002,SC,03,35.86,R
2002,SC,04,39.34,R
2002,SC,05,-85.87,D
2002,SC,06,-34.88,D
2002,SD,01,7.86,R
2002,TN,01,98.77,R
2002,TN,02,59.07,R
2002,TN,03,30.72,R
2002,TN,04,-5.59,D
2002,TN,05,-30.48,D
2002,TN,06,-33.62,D
2002,TN,07,44.24,R
2002,TN,08,-42.84,D
2002,TN,09,-83.81,D
2002,TX,01,-12.89,D
2002,TX,02,-22.66,D
2002,TX,03,49.61,R
2002,TX,04,-17.45,D
2002,TX,05,17.95,R
2002,TX,06,42.67,R
2002,TX,07,89.19,R
2002,TX,08,93.14,R
2002,TX,09,-18.3,D
2002,TX,10,-84.37,D
2002,TX,11,-4.45,D
2002,TX,12,91.87,R
2002,TX,13,58.55,R
2002,TX,14,36.18,R
2002,TX,15,-100.0,D
2002,TX,16,-100.0,D
2002,TX,17,-3.98,D
2002,TX,18,-55.21,D
2002,TX,19,91.64,R
2002,TX,20,-100.0,D
2002,TX,21,47.56,R
2002,TX,22,28.15,R
2002,TX,23,4.32,R
2002,TX,24,-30.71,D
2002,TX,25,-11.67,D
2002,TX,26,52.05,R
2002,TX,27,-24.56,D
2002,TX,28,-44.23,D
2002,TX,29,-95.16,D
2002,TX,30,-50.08,D
2002,TX,31,41.72,R
2002,TX,32,37.42,R
2002,UT,01,24.06,R
2002,UT,02,-0.73,D
2002,UT,03,38.44,R
2002,VA,01,95.91,R
2002,VA,02,83.15,R
2002,VA,03,-96.1,D
2002,VA,04,97.92,R
2002,VA,05,26.99,R
2002,VA,06,97.06,R
2002,VA,07,38.98,R
2002,VA,08,-22.49,D
2002,VA,09,-65.76,D
2002,VA,10,43.59,R
2002,VA,11,82.9,R
2002,VT,01,32.32,D
2002,WA,01,-14.33,D
2002,WA,02,-4.3,D
2002,WA,03,-23.38,D
2002,WA,04,33.79,R
2002,WA,05,30.46,R
2002,WA,06,-32.85,D
2002,WA,07,-52.15,D
2002,WA,08,22.48,R
2002,WA,09,-19.95,D
2002,WI,01,36.57,R
2002,WI,02,-32.18,D
2002,WI,03,-29.29,D
2002,WI,04,-86.32,D
2002,WI,05,86.13,R
2002,WI,06,99.22,R
2002,WI,07,-28.45,D
2002,WI,08,48.69,R
2002,WV,01,-99.71,D
2002,WV,02,20.09,R
2002,WV,03,-40.44,D
2002,WY,01,24.3,R
2004,AK,01,48.71,R
2004,AL,01,26.31,R
2004,AL,02,42.96,R
2004,AL,03,22.45,R
2004,AL,04,49.6,R
2004,AL,05,-46.05,D
2004,AL,06,98.8,R
2004,AL,07,-50.03,D
2004,AR,01,-33.14,D
2004,AR,02,-16.34,D
2004,AR,03,21.22,R
2004,AR,04,-100.0,D
2004,AZ,01,22.32,R
2004,AZ,02,20.71,R
2004,AZ,03,80.1,R
2004,AZ,04,-44.45,D
2004,AZ,05,21.3,R
2004,AZ,06,79.38,R
2004,AZ,07,-28.39,D
2004,AZ,08,24.16,R
2004,CA,01,-38.66,D
2004,CA,02,33.7,R
2004,CA,03,27.07,R
2004,CA,04,30.79,R
2004,CA,05,-48.03,D
2004,CA,06,-45.3,D
2004,CA,07,-52.16,D
2004,CA,08,-71.44,D
2004,CA,09,-72.28,D
2004,CA,10,-31.43,D
2004,CA,11,22.46,R
2004,CA,12,-47.21,D
2004,CA,13,-47.63,D
2004,CA,14,-43.2,D
2004,CA,15,-44.06,D
2004,CA,16,-44.56,D
2004,CA,17,-37.56,D
2004,CA,18,-34.98,D
2004,CA,19,38.81,R
2004,CA,20,-6.81,D
2004,CA,21,46.34,R
2004,CA,22,100.0,R
2004,CA,23,-28.68,D
2004,CA,24,28.93,R
2004,CA,25,28.84,R
2004,CA,26,10.78,R
2004,CA,27,-29.0,D
2004,CA,28,-47.65,D
2004,CA,29,-34.23,D
2004,CA,30,-42.49,D
2004,CA,31,-60.42,D
2004,CA,32,-85.01,D
2004,CA,33,-88.58,D
2004,CA,34,-48.98,D
2004,CA,35,-65.44,D
2004,CA,36,-28.5,D
2004,CA,37,-54.87,D
2004,CA,38,-100.0,D
2004,CA,39,-21.4,D
2004,CA,40,35.86,R
2004,CA,41,82.95,R
2004,CA,42,36.27,R
2004,CA,43,-32.73,D
2004,CA,44,26.64,R
2004,CA,45,33.21,R
2004,CA,46,29.34,R
2004,CA,47,-20.76,D
2004,CA,48,32.83,R
2004,CA,49,27.64,R
2004,CA,50,21.92,R
2004,CA,51,-26.49,D
2004,CA,52,41.61,R
2004,CA,53,-37.28,D
2004,CO,01,-49.15,D
2004,CO,02,-36.77,D
2004,CO,03,-3.99,D
2004,CO,04,6.27,R
2004,CO,05,43.51,R
2004,CO,06,20.38,R
2004,CO,07,11.92,R
2004,CT,01,-45.96,D
2004,CT,02,8.43,R
2004,CT,03,-47.47,D
2004,CT,04,4.87,R
2004,CT,05,21.61,R
2004,DE,01,39.39,R
2004,FL,01,53.09,R
2004,FL,02,-23.3,D
2004,FL,03,-99.24,D
2004,FL,04,99.55,R
2004,FL,05,31.87,R
2004,FL,06,28.81,R
2004,FL,07,100.0,R
2004,FL,08,21.05,R
2004,FL,09,99.91,R
2004,FL,10,38.66,R
2004,FL,11,-85.81,D
2004,FL,12,29.78,R
2004,FL,13,10.6,R
2004,FL,14,35.19,R
2004,FL,15,30.71,R
2004,FL,16,36.08,R
2004,FL,17,-99.59,D
2004,FL,18,29.45,R
2004,FL,19,-100.0,D
2004,FL,20,-40.37,D
2004,FL,21,72.8,R
2004,FL,22,27.49,R
2004,FL,23,-100.0,D
2004,FL,24,100.0,R
2004,FL,25,100.0,R
2004,GA,01,100.0,R
2004,GA,02,-33.57,D
2004,GA,03,-25.77,D
2004,GA,04,-27.51,D
2004,GA,05,-100.0,D
2004,GA,06,99.97,R
2004,GA,07,100.0,R
2004,GA,08,51.1,R
2004,GA,09,48.59,R
2004,GA,10,100.0,R
2004,GA,11,14.79,R
2004,GA,12,-3.62,D
2004,GA,13,-100.0,D
2004,HI,01,-28.99,D
2004,HI,02,-25.54,D
2004,IA,01,11.9,R
2004,IA,02,19.77,R
2004,IA,03,-10.49,D
2004,IA,04,21.9,R
2004,IA,05,26.65,R
2004,ID,01,39.1,R
2004,ID,02,41.47,R
2004,IL,01,-69.72,D
2004,IL,02,-88.49,D
2004,IL,03,-47.48,D
2004,IL,04,-71.3,D
2004,IL,05,-52.36,D
2004,IL,06,11.66,R
2004,IL,07,-72.26,D
2004,IL,08,-3.4,D
2004,IL,09,-51.49,D
2004,IL,10,28.29,R
2004,IL,11,17.34,R
2004,IL,12,-40.6,D
2004,IL,13,30.05,R
2004,IL,14,37.26,R
2004,IL,15,22.11,R
2004,IL,16,38.17,R
2004,IL,17,-21.35,D
2004,IL,18,40.47,R
2004,IL,19,38.72,R
2004,IN,01,-36.57,D
2004,IN,02,9.63,R
2004,IN,03,38.43,R
2004,IN,04,41.17,R
2004,IN,05,45.89,R
2004,IN,06,35.8,R
2004,IN,07,-10.67,D
2004,IN,08,8.82,R
2004,IN,09,0.5,R
2004,KS,01,90.72,R
2004,KS,02,14.87,R
2004,KS,03,-11.47,D
2004,KS,04,35.04,R
2004,KY,01,34.72,R
2004,KY,02,35.83,R
2004,KY,03,22.46,R
2004,KY,04,10.51,R
2004,KY,05,100.0,R
2004,KY,06,-18.59,D
2004,LA,01,62.34,R
2004,LA,02,-58.02,D
2004,LA,03,-0.5,D
2004,LA,04,100.0,R
2004,LA,05,50.78,R
2004,LA,06,44.43,R
2004,LA,07,9.92,R
2004,MA,01,-77.73,D
2004,MA,02,-75.62,D
2004,MA,03,-39.11,D
2004,MA,04,-73.14,D
2004,MA,05,-32.61,D
2004,MA,06,-37.88,D
2004,MA,07,-48.62,D
2004,MA,08,-76.85,D
2004,MA,09,-73.25,D
2004,MA,10,-30.55,D
2004,MD,01,51.79,R
2004,MD,02,-36.0,D
2004,MD,03,-29.64,D
2004,MD,04,-55.01,D
2004,MD,05,-39.47,D
2004,MD,06,37.96,R
2004,MD,07,-48.8,D
2004,MD,08,-49.84,D
2004,ME,01,-19.47,D
2004,ME,02,-18.56,D
2004,MI,01,-32.81,D
2004,MI,02,40.4,R
2004,MI,03,35.1,R
2004,MI,04,29.6,R
2004,MI,05,-35.89,D
2004,MI,06,32.91,R
2004,MI,07,22.05,R
2004,MI,08,24.16,R
2004,MI,09,18.91,R
2004,MI,10,39.08,R
2004,MI,11,15.93,R
2004,MI,12,-40.3,D
2004,MI,13,-59.69,D
2004,MI,14,-70.15,D
2004,MI,15,-44.35,D
2004,MN,01,24.08,R
2004,MN,02,16.06,R
2004,MN,03,29.31,R
2004,MN,04,-24.24,D
2004,MN,05,-45.24,D
2004,MN,06,8.05,R
2004,MN,07,-32.23,D
2004,MN,08,-33.07,D
2004,MO,01,-52.46,D
2004,MO,02,32.4,R
2004,MO,03,-7.73,D
2004,MO,04,-33.82,D
2004,MO,05,-13.07,D
2004,MO,06,29.08,R
2004,MO,07,42.16,R
2004,MO,08,45.59,R
2004,MO,09,30.75,R
2004,MS,01,79.01,R
2004,MS,02,-17.74,D
2004,MS,03,80.06,R
2004,MS,04,-29.69,D
2004,MT,01,31.62,R
2004,NC,01,-100.0,D
2004,NC,02,-24.59,D
2004,NC,03,41.4,R
2004,NC,04,-28.22,D
2004,NC,05,17.65,R
2004,NC,06,46.3,R
2004,NC,07,-46.37,D
2004,NC,08,11.09,R
2004,NC,09,40.47,R
2004,NC,10,28.3,R
2004,NC,11,9.8,R
2004,NC,12,-33.65,D
2004,NC,13,-17.58,D
2004,ND,01,-19.13,D
2004,NE,01,11.24,R
2004,NE,02,24.95,R
2004,NE,03,76.88,R
2004,NH,01,26.78,R
2004,NH,02,20.08,R
2004,NJ,01,-50.36,D
2004,NJ,02,32.39,R
2004,NJ,03,28.78,R
2004,NJ,04,34.72,R
2004,NJ,05,16.46,R
2004,NJ,06,-36.08,D
2004,NJ,07,15.22,R
2004,NJ,08,-40.79,D
2004,NJ,09,-35.83,D
2004,NJ,10,-96.88,D
2004,NJ,11,36.86,R
2004,NJ,12,-19.56,D
2004,NJ,13,-53.74,D
2004,NM,01,8.87,R
2004,NM,02,20.39,R
2004,NM,03,-37.36,D
2004,NV,01,-34.86,D
2004,NV,02,39.68,R
2004,NV,03,14.06,R
2004,NY,01,-10.99,D
2004,NY,02,-28.45,D
2004,NY,03,22.31,R
2004,NY,04,-23.14,D
2004,NY,05,-35.28,D
2004,NY,06,-70.12,D
2004,NY,07,-44.93,D
2004,NY,08,-48.81,D
2004,NY,09,-33.36,D
2004,NY,10,-64.03,D
2004,NY,11,-71.77,D
2004,NY,12,-55.48,D
2004,NY,13,15.8,R
2004,NY,14,-52.21,D
2004,NY,15,-68.16,D
2004,NY,16,-71.58,D
2004,NY,17,-43.43,D
2004,NY,18,-33.33,D
2004,NY,19,28.68,R
2004,NY,20,28.42,R
2004,NY,21,-36.53,D
2004,NY,22,-29.79,D
2004,NY,23,35.33,R
2004,NY,24,20.18,R
2004,NY,25,59.85,R
2004,NY,26,9.92,R
2004,NY,27,-1.26,D
2004,NY,28,-40.09,D
2004,NY,29,8.7,R
2004,OH,01,19.73,R
2004,OH,02,43.41,R
2004,OH,03,24.58,R
2004,OH,04,17.21,R
2004,OH,05,34.09,R
2004,OH,06,-99.94,D
2004,OH,07,29.92,R
2004,OH,08,38.02,R
2004,OH,09,-36.25,D
2004,OH,10,-26.44,D
2004,OH,11,-100.0,D
2004,OH,12,23.92,R
2004,OH,13,-34.86,D
2004,OH,14,25.5,R
2004,OH,15,20.04,R
2004,OH,16,33.09,R
2004,OH,17,-54.39,D
2004,OH,18,32.33,R
2004,OK,01,22.65,R
2004,OK,02,-31.78,D
2004,OK,03,82.21,R
2004,OK,04,77.77,R
2004,OK,05,32.11,R
2004,OR,01,-19.36,D
2004,OR,02,46.0,R
2004,OR,03,-47.18,D
2004,OR,04,-23.4,D
2004,OR,05,-8.53,D
2004,PA,01,-72.89,D
2004,PA,02,-76.07,D
2004,PA,03,20.16,R
2004,PA,04,27.18,R
2004,PA,05,88.02,R
2004,PA,06,2.03,R
2004,PA,07,18.42,R
2004,PA,08,12.02,R
2004,PA,09,39.05,R
2004,PA,10,92.84,R
2004,PA,11,-94.42,D
2004,PA,12,-100.0,D
2004,PA,13,-14.46,D
2004,PA,14,-100.0,D
2004,PA,15,19.23,R
2004,PA,16,29.87,R
2004,PA,17,-20.16,D
2004,PA,18,25.52,R
2004,PA,19,91.51,R
2004,RI,01,-28.26,D
2004,RI,02,-53.7,D
2004,SC,01,87.82,R
2004,SC,02,31.66,R
2004,SC,03,99.51,R
2004,SC,04,40.81,R
2004,SC,05,-26.1,D
2004,SC,06,-34.07,D
2004,SD,01,-7.45,D
2004,TN,01,49.74,R
2004,TN,02,59.96,R
2004,TN,03,31.9,R
2004,TN,04,-11.27,D
2004,TN,05,-38.53,D
2004,TN,06,-30.66,D
2004,TN,07,100.0,R
2004,TN,08,-48.71,D
2004,TN,09,-64.15,D
2004,TX,01,23.79,R
2004,TX,02,12.62,R
2004,TX,03,85.62,R
2004,TX,04,37.8,R
2004,TX,05,31.58,R
2004,TX,06,33.31,R
2004,TX,07,30.81,R
2004,TX,08,39.24,R
2004,TX,09,-45.62,D
2004,TX,10,78.62,R
2004,TX,11,54.96,R
2004,TX,12,44.63,R
2004,TX,13,92.31,R
2004,TX,14,100.0,R
2004,TX,15,-16.93,D
2004,TX,16,-36.45,D
2004,TX,17,-3.78,D
2004,TX,18,-88.91,D
2004,TX,19,18.38,R
2004,TX,20,-33.47,D
2004,TX,21,25.99,R
2004,TX,22,14.07,R
2004,TX,23,39.85,R
2004,TX,24,29.76,R
2004,TX,25,-36.86,D
2004,TX,26,33.04,R
2004,TX,27,-28.23,D
2004,TX,28,-20.42,D
2004,TX,29,-94.14,D
2004,TX,30,-93.03,D
2004,TX,31,32.31,R
2004,TX,32,10.3,R
2004,UT,01,38.78,R
2004,UT,02,-11.54,D
2004,UT,03,30.87,R
2004,VA,01,78.55,R
2004,VA,02,10.26,R
2004,VA,03,-38.79,D
2004,VA,04,28.98,R
2004,VA,05,27.4,R
2004,VA,06,96.68,R
2004,VA,07,75.5,R
2004,VA,08,-22.84,D
2004,VA,09,-20.38,D
2004,VA,10,27.65,R
2004,VA,11,21.99,R
2004,VT,01,17.24,D
2004,WA,01,-26.32,D
2004,WA,02,-30.33,D
2004,WA,03,-23.86,D
2004,WA,04,25.15,R
2004,WA,05,19.36,R
2004,WA,06,-37.97,D
2004,WA,07,-61.35,D
2004,WA,08,4.8,R
2004,WA,09,-28.88,D
2004,WI,01,32.81,R
2004,WI,02,-26.61,D
2004,WI,03,-12.94,D
2004,WI,04,-41.44,D
2004,WI,05,34.81,R
2004,WI,06,36.91,R
2004,WI,07,-85.64,D
2004,WI,08,40.3,R
2004,WV,01,-35.56,D
2004,WV,02,16.16,R
2004,WV,03,-30.39,D
2004,WY,01,13.43,R
2006,AK,01,16.56,R
2006,AL,01,36.28,R
2006,AL,02,39.04,R
2006,AL,03,20.99,R
2006,AL,04,40.48,R
2006,AL,05,-98.25,D
2006,AL,06,98.32,R
2006,AL,07,-99.04,D
2006,AR,01,-38.53,D
2006,AR,02,-21.06,D
2006,AR,03,24.46,R
2006,AR,04,-49.46,D
2006,AZ,01,8.31,R
2006,AZ,02,19.73,R
2006,AZ,03,21.03,R
2006,AZ,04,-48.6,D
2006,AZ,05,-3.97,D
2006,AZ,06,74.8,R
2006,AZ,07,-25.74,D
2006,AZ,08,-12.16,D
2006,CA,01,-37.25,D
2006,CA,02,31.72,R
2006,CA,03,21.65,R
2006,CA,04,3.18,R
2006,CA,05,-47.28,D
2006,CA,06,-44.11,D
2006,CA,07,-83.99,D
2006,CA,08,-69.67,D
2006,CA,09,-75.62,D
2006,CA,10,-32.89,D
2006,CA,11,-6.53,D
2006,CA,12,-52.09,D
2006,CA,13,-49.77,D
2006,CA,14,-46.86,D
2006,CA,15,-44.67,D
2006,CA,16,-45.42,D
2006,CA,17,-53.25,D
2006,CA,18,-30.95,D
2006,CA,19,21.15,R
2006,CA,20,-100.0,D
2006,CA,21,36.8,R
2006,CA,22,41.41,R
2006,CA,23,-30.35,D
2006,CA,24,24.06,R
2006,CA,25,24.29,R
2006,CA,26,19.06,R
2006,CA,27,-37.54,D
2006,CA,28,-54.83,D
2006,CA,29,-36.05,D
2006,CA,30,-45.05,D
2006,CA,31,-100.0,D
2006,CA,32,-82.96,D
2006,CA,33,-100.0,D
2006,CA,34,-53.6,D
2006,CA,35,-83.75,D
2006,CA,36,-31.45,D
2006,CA,37,-82.4,D
2006,CA,38,-50.66,D
2006,CA,39,-31.74,D
2006,CA,40,36.07,R
2006,CA,41,33.85,R
2006,CA,42,100.0,R
2006,CA,43,-28.98,D
2006,CA,44,22.96,R
2006,CA,45,21.32,R
2006,CA,46,22.87,R
2006,CA,47,-24.66,D
2006,CA,48,22.68,R
2006,CA,49,29.85,R
2006,CA,50,9.64,R
2006,CA,51,-37.28,D
2006,CA,52,32.65,R
2006,CA,53,-37.56,D
2006,CO,01,-79.77,D
2006,CO,02,-39.93,D
2006,CO,03,-25.04,D
2006,CO,04,2.49,R
2006,CO,05,19.27,R
2006,CO,06,18.75,R
2006,CO,07,-12.87,D
2006,CT,01,-48.91,D
2006,CT,02,-0.03,D
2006,CT,03,-53.58,D
2006,CT,04,3.38,R
2006,CT,05,-12.93,D
2006,DE,01,18.41,R
2006,FL,01,37.07,R
2006,FL,02,-100.0,D
2006,FL,03,-100.0,D
2006,FL,04,39.34,R
2006,FL,05,19.7,R
2006,FL,06,19.76,R
2006,FL,07,26.16,R
2006,FL,08,7.06,R
2006,FL,09,11.83,R
2006,FL,10,31.86,R
2006,FL,11,-39.31,D
2006,FL,12,69.12,R
2006,FL,13,0.15,R
2006,FL,14,28.74,R
2006,FL,15,12.57,R
2006,FL,16,-1.89,D
2006,FL,17,-99.97,D
2006,FL,18,24.3,R
2006,FL,19,-100.0,D
2006,FL,20,-100.0,D
2006,FL,21,18.93,R
2006,FL,22,-3.76,D
2006,FL,23,-100.0,D
2006,FL,24,15.88,R
2006,FL,25,16.93,R
2006,GA,01,37.0,R
2006,GA,02,-35.75,D
2006,GA,03,35.3,R
2006,GA,04,-50.71,D
2006,GA,05,-100.0,D
2006,GA,06,44.78,R
2006,GA,07,41.83,R
2006,GA,08,-1.1,D
2006,GA,09,53.26,R
2006,GA,10,34.73,R
2006,GA,11,42.13,R
2006,GA,12,-0.61,D
2006,GA,13,-38.48,D
2006,HI,01,-38.71,D
2006,HI,02,-22.07,D
2006,IA,01,-11.85,D
2006,IA,02,-2.85,D
2006,IA,03,-5.4,D
2006,IA,04,14.42,R
2006,IA,05,22.95,R
2006,ID,01,5.2,R
2006,ID,02,27.2,R
2006,IL,01,-68.12,D
2006,IL,02,-73.02,D
2006,IL,03,-54.2,D
2006,IL,04,-71.68,D
2006,IL,05,-55.99,D
2006,IL,06,2.7,R
2006,IL,07,-73.41,D
2006,IL,08,-6.89,D
2006,IL,09,-49.17,D
2006,IL,10,6.75,R
2006,IL,11,10.19,R
2006,IL,12,-100.0,D
2006,IL,13,16.67,R
2006,IL,14,19.58,R
2006,IL,15,15.18,R
2006,IL,16,31.42,R
2006,IL,17,-14.35,D
2006,IL,18,34.55,R
2006,IL,19,21.42,R
2006,IN,01,-42.81,D
2006,IN,02,-7.95,D
2006,IN,03,8.57,R
2006,IN,04,24.75,R
2006,IN,05,33.55,R
2006,IN,06,20.02,R
2006,IN,07,-7.51,D
2006,IN,08,-22.04,D
2006,IN,09,-4.52,D
2006,KS,01,58.66,R
2006,KS,02,-3.46,D
2006,KS,03,-30.92,D
2006,KS,04,29.59,R
2006,KY,01,19.16,R
2006,KY,02,10.81,R
2006,KY,03,-2.45,D
2006,KY,04,8.31,R
2006,KY,05,47.52,R
2006,KY,06,-85.46,D
2006,LA,01,77.34,R
2006,LA,02,-100.0,D
2006,LA,03,-17.8,D
2006,LA,04,39.61,R
2006,LA,05,39.25,R
2006,LA,06,82.81,R
2006,LA,07,41.4,R
2006,MA,01,-71.87,D
2006,MA,02,-76.74,D
2006,MA,03,-77.63,D
2006,MA,04,-77.79,D
2006,MA,05,-73.38,D
2006,MA,06,-37.53,D
2006,MA,07,-76.02,D
2006,MA,08,-78.73,D
2006,MA,09,-52.15,D
2006,MA,10,-33.74,D
2006,MD,01,37.69,R
2006,MD,02,-38.54,D
2006,MD,03,-30.27,D
2006,MD,04,-62.03,D
2006,MD,05,-82.68,D
2006,MD,06,20.53,R
2006,MD,07,-98.06,D
2006,MD,08,-54.62,D
2006,ME,01,-29.52,D
2006,ME,02,-41.04,D
2006,MI,01,-41.43,D
2006,MI,02,34.88,R
2006,MI,03,28.51,R
2006,MI,04,22.62,R
2006,MI,05,-47.67,D
2006,MI,06,22.66,R
2006,MI,07,3.95,R
2006,MI,08,12.35,R
2006,MI,09,5.35,R
2006,MI,10,34.9,R
2006,MI,11,11.07,R
2006,MI,12,-44.45,D
2006,MI,13,-99.99,D
2006,MI,14,-70.59,D
2006,MI,15,-87.95,D
2006,MN,01,-5.61,D
2006,MN,02,16.15,R
2006,MN,03,29.81,R
2006,MN,04,-39.32,D
2006,MN,05,-34.22,D
2006,MN,06,7.98,R
2006,MN,07,-40.67,D
2006,MN,08,-29.22,D
2006,MO,01,-48.23,D
2006,MO,02,24.76,R
2006,MO,03,-33.88,D
2006,MO,04,-38.23,D
2006,MO,05,-31.94,D
2006,MO,06,25.9,R
2006,MO,07,36.64,R
2006,MO,08,45.23,R
2006,MO,09,25.54,R
2006,MS,01,31.83,R
2006,MS,02,-28.55,D
2006,MS,03,77.67,R
2006,MS,04,-59.58,D
2006,MT,01,19.75,R
2006,NC,01,-100.0,D
2006,NC,02,-33.05,D
2006,NC,03,37.29,R
2006,NC,04,-29.98,D
2006,NC,05,14.31,R
2006,NC,06,41.66,R
2006,NC,07,-45.6,D
2006,NC,08,0.27,R
2006,NC,09,33.05,R
2006,NC,10,23.6,R
2006,NC,11,-7.59,D
2006,NC,12,-34.02,D
2006,NC,13,-27.43,D
2006,ND,01,-31.36,D
2006,NE,01,16.71,R
2006,NE,02,9.33,R
2006,NE,03,9.98,R
2006,NH,01,-2.63,D
2006,NH,02,-7.1,D
2006,NJ,01,-100.0,D
2006,NJ,02,26.01,R
2006,NJ,03,17.37,R
2006,NJ,04,32.49,R
2006,NJ,05,11.08,R
2006,NJ,06,-38.31,D
2006,NJ,07,1.48,R
2006,NJ,08,-42.51,D
2006,NJ,09,-43.87,D
2006,NJ,10,-100.0,D
2006,NJ,11,25.44,R
2006,NJ,12,-31.4,D
2006,NJ,13,-58.17,D
2006,NM,01,0.41,R
2006,NM,02,18.93,R
2006,NM,03,-49.28,D
2006,NV,01,-33.64,D
2006,NV,02,5.4,R
2006,NV,03,1.88,R
2006,NY,01,-22.91,D
2006,NY,02,-37.33,D
2006,NY,03,11.37,R
2006,NY,04,-27.43,D
2006,NY,05,-65.12,D
2006,NY,06,-70.03,D
2006,NY,07,-52.15,D
2006,NY,08,-63.93,D
2006,NY,09,-66.41,D
