cycle,state,district,margin,winner_party
1998,FL,17,-100.0,D
1998,FL,18,100.0,R
1998,FL,19,-100.0,D
1998,FL,20,-100.0,D
1998,FL,21,49.5,R
1998,FL,22,100.0,R
1998,FL,23,-100.0,D
1998,GA,01,100.0,R
1998,GA,02,-13.59,D
1998,GA,03,100.0,R
1998,GA,04,-22.14,D
1998,GA,05,-57.03,D
1998,GA,06,41.4,R
1998,GA,07,10.75,R
1998,GA,08,24.75,R
1998,GA,09,100.0,R
1998,GA,10,19.2,R
1998,GA,11,38.64,R
1998,HI,01,-25.21,D
1998,HI,02,-45.14,D
1998,IA,01,14.29,R
1998,IA,02,11.19,R
1998,IA,03,-15.75,D
1998,IA,04,31.29,R
1998,IA,05,99.22,R
1998,ID,01,10.53,R
1998,ID,02,7.82,R
1998,IL,01,-76.54,D
1998,IL,02,-79.75,D
1998,IL,03,-44.95,D
1998,IL,04,-65.88,D
1998,IL,05,-47.94,D
1998,IL,06,37.23,R
1998,IL,07,-92.92,D
1998,IL,08,37.29,R
1998,IL,09,-51.47,D
1998,IL,10,100.0,R
1998,IL,11,17.62,R
1998,IL,12,-20.72,D
1998,IL,13,22.03,R
1998,IL,14,39.52,R
1998,IL,15,23.15,R
1998,IL,16,100.0,R
1998,IL,17,-3.12,D
1998,IL,18,100.0,R
1998,IL,19,-16.58,D
1998,IL,20,22.59,R
1998,IN,01,-46.29,D
1998,IN,02,22.62,R
1998,IN,03,-16.19,D
1998,IN,04,26.62,R
1998,IN,05,26.52,R
1998,IN,06,55.25,R
1998,IN,07,40.73,R
1998,IN,08,6.13,R
1998,IN,09,-2.83,D
1998,IN,10,-18.98,D
1998,KS,01,61.33,R
1998,KS,02,21.91,R
1998,KS,03,-4.78,D
1998,KS,04,19.7,R
1998,KY,01,10.37,R
1998,KY,02,28.34,R
1998,KY,03,4.0,R
1998,KY,04,-6.82,D
1998,KY,05,56.45,R
1998,KY,06,7.15,R
1998,LA,01,100.0,R
1998,LA,02,-100.0,D
1998,LA,03,100.0,R
1998,LA,04,100.0,R
1998,LA,05,100.0,R
1998,LA,06,1.49,R
1998,LA,07,-100.0,D
1998,MA,01,-43.42,D
1998,MA,02,-98.95,D
1998,MA,03,-15.42,D
1998,MA,04,-98.42,D
1998,MA,05,-41.44,D
1998,MA,06,-12.18,D
1998,MA,07,-41.28,D
1998,MA,08,-70.13,D
1998,MA,09,-99.41,D
1998,MA,10,-40.1,D
1998,MD,01,38.39,R
1998,MD,02,25.51,R
1998,MD,03,-55.22,D
1998,MD,04,-71.43,D
1998,MD,05,-30.73,D
1998,MD,06,26.83,R
1998,MD,07,-71.48,D
1998,MD,08,20.69,R
1998,ME,01,-24.78,D
1998,ME,02,-52.39,D
1998,MI,01,-19.16,D
1998,MI,02,38.99,R
1998,MI,03,48.38,R
1998,MI,04,91.32,R
1998,MI,05,-44.12,D
1998,MI,06,42.03,R
1998,MI,07,17.38,R
1998,MI,08,-18.76,D
1998,MI,09,-14.0,D
1998,MI,10,-7.1,D
1998,MI,11,30.18,R
1998,MI,12,-13.83,D
1998,MI,13,-18.39,D
1998,MI,14,-75.83,D
1998,MI,15,-76.64,D
1998,MI,16,-35.57,D
1998,MN,01,9.51,R
1998,MN,02,-18.93,D
1998,MN,03,48.44,R
1998,MN,04,-13.91,D
1998,MN,05,-39.29,D
1998,MN,06,-3.98,D
1998,MN,07,-43.62,D
1998,MN,08,-39.53,D
1998,MO,01,-48.14,D
1998,MO,02,41.69,R
1998,MO,03,-13.79,D
1998,MO,04,-43.8,D
1998,MO,05,-34.96,D
1998,MO,06,-44.14,D
1998,MO,07,48.28,R
1998,MO,08,26.93,R
1998,MO,09,26.73,R
1998,MS,01,36.54,R
1998,MS,02,-71.16,D
1998,MS,03,84.57,R
1998,MS,04,-8.53,D
1998,MS,05,-58.68,D
1998,MT,01,8.65,R
1998,NC,01,-25.26,D
1998,NC,02,-15.73,D
1998,NC,03,24.82,R
1998,NC,04,-15.87,D
1998,NC,05,35.9,R
1998,NC,06,88.64,R
1998,NC,07,-91.25,D
1998,NC,08,2.54,R
1998,NC,09,39.77,R
1998,NC,10,85.58,R
1998,NC,11,14.37,R
1998,NC,12,-13.76,D
1998,ND,01,-15.11,D
1998,NE,01,47.09,R
1998,NE,02,31.32,R
1998,NE,03,84.34,R
1998,NH,01,33.7,R
1998,NH,02,8.38,R
1998,NJ,01,-50.61,D
1998,NJ,02,35.11,R
1998,NJ,03,26.88,R
1998,NJ,04,27.22,R
1998,NJ,05,30.46,R
1998,NJ,06,-16.73,D
1998,NJ,07,8.09,R
1998,NJ,08,-26.63,D
1998,NJ,09,-30.76,D
1998,NJ,10,-72.66,D
1998,NJ,11,38.09,R
1998,NJ,12,-2.87,D
1998,NJ,13,-63.42,D
1998,NM,01,6.55,R
1998,NM,02,15.85,R
1998,NM,03,-9.89,D
1998,NV,01,-3.59,D
1998,NV,02,81.05,R
1998,NY,01,25.0,R
1998,NY,02,32.13,R
1998,NY,03,26.29,R
1998,NY,04,-5.5,D
1998,NY,05,-27.6,D
1998,NY,06,-66.18,D
1998,NY,07,-31.13,D
1998,NY,08,-59.78,D
1998,NY,09,-33.27,D
1998,NY,10,-65.1,D
1998,NY,11,-64.07,D
1998,NY,12,-55.44,D
1998,NY,13,26.16,R
1998,NY,14,-47.7,D
1998,NY,15,-71.79,D
1998,NY,16,-71.91,D
1998,NY,17,-60.96,D
1998,NY,18,-55.18,D
1998,NY,19,25.58,R
1998,NY,20,17.26,R
1998,NY,21,-43.75,D
1998,NY,22,11.95,R
1998,NY,23,60.76,R
1998,NY,24,50.39,R
1998,NY,25,35.68,R
1998,NY,26,-28.29,D
1998,NY,27,12.64,R
1998,NY,28,-32.32,D
1998,NY,29,-15.08,D
1998,NY,30,32.38,R
1998,NY,31,38.24,R
1998,OH,01,5.97,R
1998,OH,02,51.59,R
1998,OH,03,-38.64,D
1998,OH,04,27.62,R
1998,OH,05,33.38,R
1998,OH,06,-13.92,D
1998,OH,07,39.5,R
1998,OH,08,41.5,R
1998,OH,09,-62.37,D
1998,OH,10,-33.54,D
1998,OH,11,-67.44,D
1998,OH,12,34.35,R
1998,OH,13,-23.09,D
1998,OH,14,-25.44,D
1998,OH,15,37.25,R
1998,OH,16,28.0,R
1998,OH,17,-36.39,D
1998,OH,18,20.54,R
1998,OH,19,32.85,R
1998,OK,01,23.57,R
1998,OK,02,17.9,R
1998,OK,03,23.91,R
1998,OK,04,23.02,R
1998,OK,05,36.35,R
1998,OK,06,31.77,R
1998,OR,01,-2.99,D
1998,OR,02,26.67,R
1998,OR,03,-83.93,D
1998,OR,04,-41.57,D
1998,OR,05,-14.36,D
1998,PA,01,-64.57,D
1998,PA,02,-73.05,D
1998,PA,03,-18.7,D
1998,PA,04,-27.65,D
1998,PA,05,84.81,R
1998,PA,06,-22.0,D
1998,PA,07,43.61,R
1998,PA,08,30.62,R
1998,PA,09,99.51,R
1998,PA,10,0.3,R
1998,PA,11,-33.68,D
1998,PA,12,-36.99,D
1998,PA,13,-4.98,D
1998,PA,14,-22.22,D
1998,PA,15,9.97,R
1998,PA,16,41.07,R
1998,PA,17,99.85,R
1998,PA,18,-35.38,D
1998,PA,19,39.03,R
1998,PA,20,-99.81,D
1998,PA,21,26.78,R
1998,RI,01,-39.11,D
1998,RI,02,-47.22,D
1998,SC,01,91.04,R
1998,SC,02,16.77,R
1998,SC,03,99.69,R
1998,SC,04,17.5,R
1998,SC,05,-17.78,D
1998,SC,06,-46.76,D
1998,SD,01,50.17,R
1998,TN,01,38.31,R
1998,TN,02,88.64,R
1998,TN,03,33.36,R
1998,TN,04,19.15,R
1998,TN,05,-82.81,D
1998,TN,06,-9.3,D
1998,TN,07,99.48,R
1998,TN,08,-99.97,D
1998,TN,09,-59.88,D
1998,TX,01,-18.82,D
1998,TX,02,-17.67,D
1998,TX,03,91.21,R
1998,TX,04,-16.68,D
1998,TX,05,12.33,R
1998,TX,06,47.03,R
1998,TX,07,93.33,R
1998,TX,08,92.8,R
1998,TX,09,-27.34,D
1998,TX,10,-85.21,D
1998,TX,11,-82.43,D
1998,TX,12,25.67,R
1998,TX,13,36.93,R
1998,TX,14,10.76,R
1998,TX,15,-16.71,D
1998,TX,16,-87.91,D
1998,TX,17,-8.29,D
1998,TX,18,-89.95,D
1998,TX,19,67.3,R
1998,TX,20,-27.61,D
1998,TX,21,91.38,R
1998,TX,22,31.51,R
1998,TX,23,28.68,R
1998,TX,24,-16.55,D
1998,TX,25,-16.53,D
1998,TX,26,88.15,R
1998,TX,27,-28.08,D
1998,TX,28,-90.54,D
1998,TX,29,-92.75,D
1998,TX,30,-45.47,D
1998,UT,01,37.27,R
1998,UT,02,9.3,R
1998,UT,03,76.9,R
1998,VA,01,76.43,R
1998,VA,02,-94.29,D
1998,VA,03,-75.97,D
1998,VA,04,-96.97,D
1998,VA,05,-98.94,D
1998,VA,06,38.6,R
1998,VA,07,78.71,R
1998,VA,08,-33.63,D
1998,VA,09,-21.83,D
1998,VA,10,46.4,R
1998,VA,11,81.71,R
1998,VT,01,32.88,D
1998,WA,01,-5.66,D
1998,WA,02,10.38,R
1998,WA,03,-9.31,D
1998,WA,04,44.66,R
1998,WA,05,18.88,R
1998,WA,06,-36.74,D
1998,WA,07,-88.21,D
1998,WA,08,19.46,R
1998,WA,09,-29.38,D
1998,WI,01,14.38,R
1998,WI,02,-5.8,D
1998,WI,03,-43.05,D
1998,WI,04,-15.97,D
1998,WI,05,-56.58,D
1998,WI,06,92.6,R
1998,WI,07,-21.25,D
1998,WI,08,9.21,R
1998,WI,09,91.27,R
1998,WV,01,-84.68,D
1998,WV,02,-51.58,D
1998,WV,03,-86.6,D
1998,WY,01,19.11,R
2000,AK,01,53.02,R
2000,AL,01,91.26,R
2000,AL,02,39.02,R
2000,AL,03,86.9,R
2000,AL,04,23.2,R
2000,AL,05,-88.81,D
2000,AL,06,87.94,R
2000,AL,07,-51.41,D
2000,AR,01,-20.42,D
2000,AR,02,-15.08,D
2000,AR,03,100.0,R
2000,AR,04,-1.94,D
2000,AZ,01,11.23,R
2000,AZ,02,-41.63,D
2000,AZ,03,34.34,R
2000,AZ,04,31.25,R
2000,AZ,05,24.83,R
2000,AZ,06,25.78,R
2000,CA,01,-37.04,D
2000,CA,02,37.56,R
2000,CA,03,15.72,R
2000,CA,04,31.96,R
2000,CA,05,-42.55,D
2000,CA,06,-36.01,D
2000,CA,07,-55.34,D
2000,CA,08,-72.67,D
2000,CA,09,-75.15,D
2000,CA,10,-8.39,D
2000,CA,11,19.7,R
2000,CA,12,-53.75,D
2000,CA,13,-46.15,D
2000,CA,14,-44.46,D
2000,CA,15,-12.11,D
2000,CA,16,-48.77,D
2000,CA,17,-43.91,D
2000,CA,18,-35.79,D
2000,CA,19,33.21,R
2000,CA,20,-6.85,D
2000,CA,21,46.82,R
2000,CA,22,-8.8,D
2000,CA,23,13.37,R
2000,CA,24,-36.2,D
2000,CA,25,29.05,R
2000,CA,26,-84.07,D
2000,CA,27,-8.89,D
2000,CA,28,16.94,R
2000,CA,29,-56.47,D
2000,CA,30,-71.49,D
2000,CA,31,-79.35,D
2000,CA,32,-71.43,D
2000,CA,33,-73.0,D
2000,CA,34,-48.78,D
2000,CA,35,-75.71,D
2000,CA,36,-1.86,D
2000,CA,37,-71.07,D
2000,CA,38,0.98,R
2000,CA,39,31.57,R
2000,CA,40,79.92,R
2000,CA,41,21.58,R
2000,CA,42,-24.64,D
2000,CA,43,73.66,R
2000,CA,44,21.24,R
2000,CA,45,29.72,R
2000,CA,46,-25.19,D
2000,CA,47,35.52,R
2000,CA,48,33.1,R
2000,CA,49,-3.45,D
2000,CA,50,-40.63,D
2000,CA,51,33.94,R
2000,CA,52,33.4,R
2000,CO,01,-41.44,D
2000,CO,02,-16.38,D
2000,CO,03,36.78,R
2000,CO,04,79.5,R
2000,CO,05,82.7,R
2000,CO,06,11.75,R
2000,CT,01,-43.83,D
2000,CT,02,1.27,R
2000,CT,03,-44.4,D
2000,CT,04,16.77,R
2000,CT,05,-9.33,D
2000,CT,06,29.72,R
2000,DE,01,36.83,R
2000,FL,01,99.53,R
2000,FL,02,-44.22,D
2000,FL,03,-15.17,D
2000,FL,04,35.78,R
2000,FL,05,-28.54,D
2000,FL,06,99.98,R
2000,FL,07,26.42,R
2000,FL,08,1.61,R
2000,FL,09,81.9,R
2000,FL,10,75.67,R
2000,FL,11,-84.6,D
2000,FL,12,14.04,R
2000,FL,13,27.7,R
2000,FL,14,85.24,R
2000,FL,15,19.6,R
2000,FL,16,23.03,R
2000,FL,17,-100.0,D
2000,FL,18,99.98,R
2000,FL,19,-43.24,D
2000,FL,20,-99.88,D
2000,FL,21,99.98,R
2000,FL,22,0.28,R
2000,FL,23,-52.69,D
2000,GA,01,38.28,R
2000,GA,02,-6.97,D
2000,GA,03,26.99,R
2000,GA,04,-21.45,D
2000,GA,05,-54.36,D
2000,GA,06,49.5,R
2000,GA,07,10.52,R
2000,GA,08,17.84,R
2000,GA,09,50.43,R
2000,GA,10,26.45,R
2000,GA,11,100.0,R
2000,HI,01,-40.41,D
2000,HI,02,-25.62,D
2000,IA,01,25.73,R
2000,IA,02,11.71,R
2000,IA,03,-29.13,D
2000,IA,04,24.73,R
2000,IA,05,39.59,R
2000,ID,01,33.44,R
2000,ID,02,44.79,R
2000,IL,01,-75.62,D
2000,IL,02,-79.68,D
2000,IL,03,-51.16,D
2000,IL,04,-88.63,D
2000,IL,05,-87.27,D
2000,IL,06,17.88,R
2000,IL,07,-71.87,D
2000,IL,08,21.98,R
2000,IL,09,-52.85,D
2000,IL,10,2.38,R
2000,IL,11,12.73,R
2000,IL,12,-99.97,D
2000,IL,13,32.35,R
2000,IL,14,47.97,R
2000,IL,15,6.45,R
2000,IL,16,33.48,R
2000,IL,17,-9.8,D
2000,IL,18,34.12,R
2000,IL,19,-29.12,D
2000,IL,20,26.2,R
2000,IN,01,-44.51,D
2000,IN,02,12.06,R
2000,IN,03,-4.14,D
2000,IN,04,26.88,R
2000,IN,05,23.33,R
2000,IN,06,43.9,R
2000,IN,07,32.96,R
2000,IN,08,7.38,R
2000,IN,09,-10.37,D
2000,IN,10,-18.8,D
2000,KS,01,89.34,R
2000,KS,02,38.1,R
2000,KS,03,-3.19,D
2000,KS,04,12.32,R
2000,KY,01,15.93,R
2000,KY,02,36.33,R
2000,KY,03,8.64,R
2000,KY,04,-10.75,D
2000,KY,05,47.1,R
2000,KY,06,18.02,R
2000,LA,01,63.27,R
2000,LA,02,-100.0,D
2000,LA,03,77.98,R
2000,LA,04,45.46,R
2000,LA,05,41.13,R
2000,LA,06,38.38,R
2000,LA,07,-83.28,D
2000,MA,01,-36.94,D
2000,MA,02,-77.47,D
2000,MA,03,-76.49,D
2000,MA,04,-50.84,D
2000,MA,05,-74.35,D
2000,MA,06,-40.09,D
2000,MA,07,-75.56,D
2000,MA,08,-71.05,D
2000,MA,09,-53.25,D
2000,MA,10,-46.12,D
2000,MD,01,28.94,R
2000,MD,02,37.23,R
2000,MD,03,-51.61,D
2000,MD,04,-74.58,D
2000,MD,05,-30.23,D
2000,MD,06,21.4,R
2000,MD,07,-74.23,D
2000,MD,08,6.43,R
2000,ME,01,-23.27,D
2000,ME,02,-46.86,D
2000,MI,01,-18.02,D
2000,MI,02,31.18,R
2000,MI,03,31.94,R
2000,MI,04,38.87,R
2000,MI,05,-50.37,D
2000,MI,06,38.72,R
2000,MI,07,25.43,R
2000,MI,08,0.05,R
2000,MI,09,-25.2,D
2000,MI,10,-31.21,D
2000,MI,11,15.26,R
2000,MI,12,-32.19,D
2000,MI,13,-32.58,D
2000,MI,14,-79.81,D
2000,MI,15,-79.54,D
2000,MI,16,-44.44,D
2000,MN,01,14.79,R
2000,MN,02,0.05,R
2000,MN,03,37.79,R
2000,MN,04,-17.15,D
2000,MN,05,-46.42,D
2000,MN,06,-1.53,D
2000,MN,07,-39.41,D
2000,MN,08,-42.05,D
2000,MO,01,-53.67,D
2000,MO,02,12.91,R
2000,MO,03,-18.17,D
2000,MO,04,-35.65,D
2000,MO,05,-40.23,D
2000,MO,06,4.08,R
2000,MO,07,49.94,R
2000,MO,08,40.36,R
2000,MO,09,20.96,R
2000,MS,01,41.24,R
2000,MS,02,-33.86,D
2000,MS,03,47.42,R
2000,MS,04,-18.35,D
2000,MS,05,-60.68,D
2000,MT,01,5.22,R
2000,NC,01,-32.76,D
2000,NC,02,-17.36,D
2000,NC,03,24.13,R
2000,NC,04,-25.0,D
2000,NC,05,92.81,R
2000,NC,06,91.0,R
2000,NC,07,-40.81,D
2000,NC,08,11.03,R
2000,NC,09,38.52,R
2000,NC,10,38.77,R
2000,NC,11,12.93,R
2000,NC,12,-31.54,D
2000,ND,01,-8.37,D
2000,NE,01,35.21,R
2000,NE,02,34.75,R
2000,NE,03,66.27,R
2000,NH,01,7.81,R
2000,NH,02,15.56,R
2000,NJ,01,-55.04,D
2000,NJ,02,34.45,R
2000,NJ,03,16.13,R
2000,NJ,04,28.13,R
2000,NJ,05,34.94,R
2000,NJ,06,-37.76,D
2000,NJ,07,6.01,R
2000,NJ,08,-36.71,D
2000,NJ,09,-37.95,D
2000,NJ,10,-75.4,D
2000,NJ,11,38.41,R
2000,NJ,12,-0.22,D
2000,NJ,13,-60.1,D
2000,NM,01,7.09,R
2000,NM,02,16.23,R
2000,NM,03,-34.36,D
2000,NV,01,-7.5,D
2000,NV,02,34.48,R
2000,NY,01,13.27,R
2000,NY,02,-10.86,D
2000,NY,03,16.88,R
2000,NY,04,-19.24,D
2000,NY,05,-31.31,D
2000,NY,06,-68.79,D
2000,NY,07,-34.96,D
2000,NY,08,-54.14,D
2000,NY,09,-28.97,D
2000,NY,10,-63.7,D
2000,NY,11,-63.02,D
2000,NY,12,-56.87,D
2000,NY,13,26.03,R
2000,NY,14,-42.37,D
2000,NY,15,-69.89,D
2000,NY,16,-70.6,D
2000,NY,17,-61.47,D
2000,NY,18,-30.17,D
2000,NY,19,22.32,R
2000,NY,20,15.41,R
2000,NY,21,-43.01,D
2000,NY,22,31.13,R
2000,NY,23,38.53,R
2000,NY,24,43.19,R
2000,NY,25,34.42,R
2000,NY,26,-22.96,D
2000,NY,27,31.21,R
2000,NY,28,-29.89,D
2000,NY,29,-19.1,D
2000,NY,30,28.33,R
2000,NY,31,45.66,R
2000,OH,01,8.37,R
2000,OH,02,50.48,R
2000,OH,03,-82.96,D
2000,OH,04,38.42,R
2000,OH,05,44.27,R
2000,OH,06,-17.41,D
2000,OH,07,42.48,R
2000,OH,08,44.79,R
2000,OH,09,-52.86,D
2000,OH,10,-53.03,D
2000,OH,11,-73.64,D
2000,OH,12,9.04,R
2000,OH,13,-32.57,D
2000,OH,14,-33.79,D
2000,OH,15,39.6,R
2000,OH,16,42.49,R
2000,OH,17,-27.23,D
2000,OH,18,30.91,R
2000,OH,19,32.87,R
2000,OK,01,40.02,R
2000,OK,02,-13.1,D
2000,OK,03,86.57,R
2000,OK,04,33.69,R
2000,OK,05,41.26,R
2000,OK,06,20.18,R
2000,OR,01,-20.29,D
2000,OR,02,47.5,R
2000,OR,03,-43.12,D
2000,OR,04,-37.47,D
2000,OR,05,-13.69,D
2000,PA,01,-76.5,D
2000,PA,02,-98.0,D
2000,PA,03,-37.49,D
2000,PA,04,18.02,R
2000,PA,05,85.57,R
2000,PA,06,-32.59,D
2000,PA,07,29.63,R
2000,PA,08,20.56,R
2000,PA,09,100.0,R
2000,PA,10,5.16,R
2000,PA,11,-32.85,D
2000,PA,12,-43.3,D
2000,PA,13,-7.06,D
2000,PA,14,-100.0,D
2000,PA,15,6.5,R
2000,PA,16,33.9,R
2000,PA,17,43.04,R
2000,PA,18,-38.83,D
2000,PA,19,46.1,R
2000,PA,20,-28.75,D
2000,PA,21,21.67,R
2000,RI,01,-33.42,D
2000,RI,02,-48.17,D
2000,SC,01,24.62,R
2000,SC,02,16.11,R
2000,SC,03,37.46,R
2000,SC,04,79.57,R
2000,SC,05,-19.29,D
2000,SC,06,-45.77,D
2000,SD,01,48.53,R
2000,TN,01,99.99,R
2000,TN,02,89.34,R
2000,TN,03,29.26,R
2000,TN,04,32.7,R
2000,TN,05,-48.02,D
2000,TN,06,-26.37,D
2000,TN,07,40.49,R
2000,TN,08,-44.53,D
2000,TN,09,-99.97,D
2000,TX,01,-12.39,D
2000,TX,02,-91.09,D
2000,TX,03,45.92,R
2000,TX,04,-22.45,D
2000,TX,05,9.6,R
2000,TX,06,88.11,R
2000,TX,07,49.49,R
2000,TX,08,91.63,R
2000,TX,09,-19.55,D
2000,TX,10,-84.55,D
2000,TX,11,-10.49,D
2000,TX,12,26.68,R
2000,TX,13,36.48,R
2000,TX,14,19.42,R
2000,TX,15,-88.48,D
2000,TX,16,-38.13,D
2000,TX,17,-23.55,D
2000,TX,18,-54.34,D
2000,TX,19,91.62,R
2000,TX,20,-87.69,D
2000,TX,21,53.71,R
2000,TX,22,24.2,R
2000,TX,23,20.52,R
2000,TX,24,-25.11,D
2000,TX,25,-21.58,D
2000,TX,26,46.88,R
2000,TX,27,-29.45,D
2000,TX,28,-89.04,D
2000,TX,29,-47.68,D
2000,TX,30,-91.76,D
2000,UT,01,41.77,R
2000,UT,02,-14.6,D
2000,UT,03,21.23,R
2000,VA,01,20.51,R
2000,VA,02,4.0,R
2000,VA,03,-97.71,D
2000,VA,04,-98.9,D
2000,VA,05,-30.74,R
2000,VA,06,99.26,R
2000,VA,07,33.94,R
2000,VA,08,-29.29,D
2000,VA,09,-39.7,D
2000,VA,10,84.2,R
2000,VA,11,27.55,R
2000,VT,01,13.08,D
2000,WA,01,-11.9,D
2000,WA,02,-4.08,D
2000,WA,03,-15.77,D
2000,WA,04,23.68,R
2000,WA,05,18.44,R
2000,WA,06,-33.62,D
2000,WA,07,-72.79,D
2000,WA,08,26.59,R
2000,WA,09,-26.72,D
2000,WI,01,33.26,R
2000,WI,02,-2.8,D
2000,WI,03,-27.83,D
2000,WI,04,-22.96,D
2000,WI,05,-55.66,D
2000,WI,06,30.14,R
2000,WI,07,-26.6,D
2000,WI,08,49.35,R
2000,WI,09,48.16,R
2000,WV,01,-87.78,D
2000,WV,02,2.57,R
2000,WV,03,-91.31,D
2000,WY,01,38.25,R
2002,AK,01,57.23,R
2002,AL,01,22.72,R
2002,AL,02,39.23,R
2002,AL,03,2.11,R
2002,AL,04,86.72,R
2002,AL,05,-48.57,D
2002,AL,06,89.83,R
2002,AL,07,-92.44,D
2002,AR,01,-33.67,D
2002,AR,02,-92.92,D
2002,AR,03,98.9,R
2002,AR,04,-21.12,D
2002,AZ,01,3.57,R
2002,AZ,02,23.37,R
2002,AZ,03,37.03,R
2002,AZ,04,-39.56,D
2002,AZ,05,24.92,R
2002,AZ,06,34.37,R
2002,AZ,07,-21.94,D
2002,AZ,08,29.74,R
2002,CA,01,-31.67,D
2002,CA,02,36.48,R
2002,CA,03,28.01,R
2002,CA,04,32.88,R
2002,CA,05,-44.06,D
2002,CA,06,-37.08,D
2002,CA,07,-44.27,D
2002,CA,08,-67.08,D
2002,CA,09,-66.24,D
2002,CA,10,-75.59,D
2002,CA,11,20.63,R
2002,CA,12,-43.37,D
2002,CA,13,-49.0,D
2002,CA,14,-40.02,D
2002,CA,15,-34.75,D
2002,CA,16,-37.22,D
2002,CA,17,-41.06,D
2002,CA,18,-7.9,D
2002,CA,19,37.27,R
2002,CA,20,-29.42,D
2002,CA,21,44.25,R
2002,CA,22,49.6,R
2002,CA,23,-20.43,D
2002,CA,24,33.42,R
2002,CA,25,33.86,R
2002,CA,26,30.28,R
2002,CA,27,-23.93,D
2002,CA,28,-48.24,D
2002,CA,29,-29.14,D
2002,CA,30,-40.74,D
2002,CA,31,-62.3,D
2002,CA,32,-41.33,D
2002,CA,33,-68.45,D
2002,CA,34,-48.07,D
2002,CA,35,-58.14,D
2002,CA,36,-26.34,D
2002,CA,37,-49.75,D
2002,CA,38,-44.84,D
2002,CA,39,-13.98,D
2002,CA,40,38.17,R
2002,CA,41,37.76,R
2002,CA,42,38.82,R
2002,CA,43,-35.93,D
2002,CA,44,32.1,R
2002,CA,45,32.51,R
2002,CA,46,27.18,R
2002,CA,47,-25.87,D
2002,CA,48,40.0,R
2002,CA,49,77.22,R
2002,CA,50,31.99,R
2002,CA,51,-18.59,D
2002,CA,52,44.4,R
2002,CA,53,-24.41,D
2002,CO,01,-36.68,D
2002,CO,02,-23.33,D
2002,CO,03,34.53,R
2002,CO,04,13.27,R
2002,CO,05,44.69,R
2002,CO,06,36.85,R
2002,CO,07,0.07,R
2002,CT,01,-33.58,D
2002,CT,02,8.18,R
2002,CT,03,-36.04,D
2002,CT,04,28.86,R
2002,CT,05,10.99,R
2002,DE,01,45.36,R
2002,FL,01,49.19,R
2002,FL,02,-33.81,D
2002,FL,03,-18.57,D
2002,FL,04,99.7,R
2002,FL,05,1.66,R
2002,FL,06,30.71,R
2002,FL,07,19.16,R
2002,FL,08,30.27,R
2002,FL,09,42.93,R
2002,FL,10,100.0,R
2002,FL,11,-100.0,D
2002,FL,12,100.0,R
2002,FL,13,9.58,R
2002,FL,14,100.0,R
2002,FL,15,26.3,R
2002,FL,16,78.88,R
2002,FL,17,-99.94,D
2002,FL,18,40.5,R
2002,FL,19,-44.32,D
2002,FL,20,-100.0,D
2002,FL,21,100.0,R
2002,FL,22,22.41,R
2002,FL,23,-54.98,D
2002,FL,24,23.68,R
2002,FL,25,29.29,R
2002,GA,01,44.29,R
2002,GA,02,-100.0,D
2002,GA,03,-1.02,D
2002,GA,04,-54.06,D
2002,GA,05,-100.0,D
2002,GA,06,59.75,R
2002,GA,07,57.84,R
2002,GA,08,56.66,R
2002,GA,09,45.69,R
2002,GA,10,100.0,R
2002,GA,11,3.29,R
2002,GA,12,10.38,R
2002,GA,13,-19.25,D
2002,HI,01,-47.94,D
2002,HI,02,-16.18,D
2002,IA,01,14.51,R
2002,IA,02,6.45,R
2002,IA,03,-8.37,D
2002,IA,04,11.69,R
2002,IA,05,24.37,R
2002,ID,01,19.63,R
2002,ID,02,39.14,R
2002,IL,01,-64.95,D
2002,IL,02,-64.6,D
2002,IL,03,-100.0,D
2002,IL,04,-64.56,D
2002,IL,05,-37.95,D
2002,IL,06,30.18,R
2002,IL,07,-67.96,D
2002,IL,08,14.86,R
2002,IL,09,-43.44,D
2002,IL,10,37.62,R
2002,IL,11,28.64,R
2002,IL,12,-38.49,D
2002,IL,13,40.52,R
2002,IL,14,48.27,R
2002,IL,15,34.13,R
2002,IL,16,41.23,R
2002,IL,17,-24.84,D
2002,IL,18,100.0,R
2002,IL,19,9.59,R
2002,IN,01,-35.92,D
2002,IN,02,4.68,R
2002,IN,03,28.69,R
2002,IN,04,45.22,R
2002,IN,05,46.79,R
2002,IN,06,29.39,R
2002,IN,07,-8.98,D
2002,IN,08,5.28,R
2002,IN,09,-5.02,D
2002,KS,01,91.09,R
2002,KS,02,22.9,R
2002,KS,03,-3.29,D
2002,KS,04,23.58,R
2002,KY,01,30.51,R
2002,KY,02,40.47,R
2002,KY,03,3.22,R
2002,KY,04,-3.57,D
2002,KY,05,56.59,R
2002,KY,06,71.95,R
2002,LA,01,96.7,R
2002,LA,02,-75.61,D
2002,LA,03,86.68,R
2002,LA,04,45.17,R
2002,LA,05,-0.56,D
2002,LA,06,84.04,R
2002,LA,07,-86.82,D
2002,MA,01,-33.82,D
2002,MA,02,-73.57,D
2002,MA,03,-73.34,D
2002,MA,04,-75.1,D
2002,MA,05,-24.87,D
2002,MA,06,-34.58,D
2002,MA,07,-72.44,D
2002,MA,08,-72.03,D
2002,MA,09,-71.25,D
2002,MA,10,-36.62,D
2002,MD,01,53.61,R
2002,MD,02,-8.61,D
2002,MD,03,-31.57,D
