cycle,district_cycle,state,district,pvi
2010,2008,RI,02,-17.31
2010,2008,SC,01,21.36
2010,2008,SC,02,17.03
2010,2008,SC,03,34.03
2010,2008,SC,04,29.03
2010,2008,SC,05,13.69
2010,2008,SC,06,-22.64
2010,2008,SD,01,16.69
2010,2008,TN,01,43.69
2010,2008,TN,02,33.69
2010,2008,TN,03,28.36
2010,2008,TN,04,29.69
2010,2008,TN,05,-5.97
2010,2008,TN,06,27.36
2010,2008,TN,07,35.69
2010,2008,TN,08,14.69
2010,2008,TN,09,-45.97
2010,2008,TX,01,42.03
2010,2008,TX,02,26.03
2010,2008,TX,03,25.36
2010,2008,TX,04,43.36
2010,2008,TX,05,33.36
2010,2008,TX,06,28.03
2010,2008,TX,07,24.69
2010,2008,TX,08,50.69
2010,2008,TX,09,-45.31
2010,2008,TX,10,19.36
2010,2008,TX,11,57.36
2010,2008,TX,12,33.36
2010,2008,TX,13,58.69
2010,2008,TX,14,37.36
2010,2008,TX,15,-8.64
2010,2008,TX,16,-21.64
2010,2008,TX,17,40.69
2010,2008,TX,18,-47.31
2010,2008,TX,19,52.03
2010,2008,TX,20,-17.31
2010,2008,TX,21,26.03
2010,2008,TX,22,24.69
2010,2008,TX,23,6.69
2010,2008,TX,24,21.36
2010,2008,TX,25,-11.31
2010,2008,TX,26,25.36
2010,2008,TX,27,2.69
2010,2008,TX,28,-1.31
2010,2008,TX,29,-15.97
2010,2008,TX,30,-55.31
2010,2008,TX,31,26.03
2010,2008,TX,32,15.36
2010,2008,UT,01,40.69
2010,2008,UT,02,27.69
2010,2008,UT,03,48.36
2010,2008,VA,01,13.03
2010,2008,VA,02,8.03
2010,2008,VA,03,-41.64
2010,2008,VA,04,8.03
2010,2008,VA,05,10.36
2010,2008,VA,06,23.03
2010,2008,VA,07,16.36
2010,2008,VA,08,-31.64
2010,2008,VA,09,23.69
2010,2008,VA,10,3.03
2010,2008,VA,11,-5.64
2010,2008,VT,01,-27.31
2010,2008,WA,01,-17.97
2010,2008,WA,02,-6.64
2010,2008,WA,03,0.69
2010,2008,WA,04,25.36
2010,2008,WA,05,13.36
2010,2008,WA,06,-9.31
2010,2008,WA,07,-61.97
2010,2008,WA,08,-6.97
2010,2008,WA,09,-10.97
2010,2008,WI,01,4.69
2010,2008,WI,02,-30.31
2010,2008,WI,03,-8.31
2010,2008,WI,04,-43.31
2010,2008,WI,05,24.36
2010,2008,WI,06,7.69
2010,2008,WI,07,-4.97
2010,2008,WI,08,1.69
2010,2008,WV,01,19.36
2010,2008,WV,02,16.36
2010,2008,WV,03,15.69
2010,2008,WY,01,38.69
2014,2020,AK,01,21.6
2014,2020,AL,01,28.73
2014,2020,AL,02,32.5
2014,2020,AL,03,30.66
2014,2020,AL,04,54.8
2014,2020,AL,05,33.1
2014,2020,AL,06,54.43
2014,2020,AL,07,-39.67
2014,2020,AR,01,27.73
2014,2020,AR,02,16.03
2014,2020,AR,03,37.53
2014,2020,AR,04,29.76
2014,2020,AZ,01,7.73
2014,2020,AZ,02,6.3
2014,2020,AZ,03,-17.17
2014,2020,AZ,04,39.06
2014,2020,AZ,05,33.23
2014,2020,AZ,06,24.3
2014,2020,AZ,07,-35.34
2014,2020,AZ,08,28.93
2014,2020,AZ,09,0.7
2014,2020,CA,01,20.16
2014,2020,CA,02,-38.14
2014,2020,CA,03,-7.34
2014,2020,CA,04,22.26
2014,2020,CA,05,-38.34
2014,2020,CA,06,-36.94
2014,2020,CA,07,-0.14
2014,2020,CA,08,17.76
2014,2020,CA,09,-13.84
2014,2020,CA,10,0.26
2014,2020,CA,11,-33.74
2014,2020,CA,12,-67.74
2014,2020,CA,13,-74.64
2014,2020,CA,14,-46.74
2014,2020,CA,15,-34.34
2014,2020,CA,16,-15.34
2014,2020,CA,17,-42.54
2014,2020,CA,18,-35.44
2014,2020,CA,19,-40.84
2014,2020,CA,20,-40.84
2014,2020,CA,21,-7.24
2014,2020,CA,22,18.86
2014,2020,CA,23,29.26
2014,2020,CA,24,-7.14
2014,2020,CA,25,5.76
2014,2020,CA,26,-6.44
2014,2020,CA,27,-23.74
2014,2020,CA,28,-39.94
2014,2020,CA,29,-52.64
2014,2020,CA,30,-29.34
2014,2020,CA,31,-12.74
2014,2020,CA,32,-28.84
2014,2020,CA,33,-19.94
2014,2020,CA,34,-65.04
2014,2020,CA,35,-32.94
2014,2020,CA,36,0.66
2014,2020,CA,37,-68.34
2014,2020,CA,38,-28.04
2014,2020,CA,39,7.56
2014,2020,CA,40,-61.14
2014,2020,CA,41,-21.34
2014,2020,CA,42,18.96
2014,2020,CA,43,-54.14
2014,2020,CA,44,-67.24
2014,2020,CA,45,15.66
2014,2020,CA,46,-21.34
2014,2020,CA,47,-18.64
2014,2020,CA,48,15.56
2014,2020,CA,49,10.56
2014,2020,CA,50,26.66
2014,2020,CA,51,-36.64
2014,2020,CA,52,-2.54
2014,2020,CA,53,-21.14
2014,2020,CO,01,-36.24
2014,2020,CO,02,-15.27
2014,2020,CO,03,9.5
2014,2020,CO,04,22.7
2014,2020,CO,05,25.23
2014,2020,CO,06,-1.3
2014,2020,CO,07,-10.44
2014,2020,CT,01,-24.44
2014,2020,CT,02,-10.07
2014,2020,CT,03,-21.34
2014,2020,CT,04,-9.04
2014,2020,CT,05,-5.14
2014,2020,DE,01,-15.74
2014,2020,FL,01,42.3
2014,2020,FL,02,10.5
2014,2020,FL,03,27.63
2014,2020,FL,04,32.56
2014,2020,FL,05,-37.67
2014,2020,FL,06,18.53
2014,2020,FL,07,8.4
2014,2020,FL,08,18.43
2014,2020,FL,09,-18.54
2014,2020,FL,10,11.73
2014,2020,FL,11,21.66
2014,2020,FL,12,12.93
2014,2020,FL,13,2.73
2014,2020,FL,14,-26.14
2014,2020,FL,15,12.46
2014,2020,FL,16,12.1
2014,2020,FL,17,20.36
2014,2020,FL,18,6.7
2014,2020,FL,19,24.36
2014,2020,FL,20,-59.2
2014,2020,FL,21,-18.7
2014,2020,FL,22,-6.07
2014,2020,FL,23,-18.84
2014,2020,FL,24,-69.5
2014,2020,FL,25,9.2
2014,2020,FL,26,0.66
2014,2020,FL,27,1.33
2014,2020,GA,01,17.13
2014,2020,GA,02,-12.3
2014,2020,GA,03,37.36
2014,2020,GA,04,-42.64
2014,2020,GA,05,-63.0
2014,2020,GA,06,26.83
2014,2020,GA,07,26.6
2014,2020,GA,08,29.0
2014,2020,GA,09,60.2
2014,2020,GA,10,29.66
2014,2020,GA,11,38.46
2014,2020,GA,12,16.76
2014,2020,GA,13,-32.74
2014,2020,GA,14,51.33
2014,2020,HI,01,-36.14
2014,2020,HI,02,-40.97
2014,2020,IA,01,-10.17
2014,2020,IA,02,-8.9
2014,2020,IA,03,0.16
2014,2020,IA,04,10.96
2014,2020,ID,01,35.93
2014,2020,ID,02,33.46
2014,2020,IL,01,-54.97
2014,2020,IL,02,-57.44
2014,2020,IL,03,-9.84
2014,2020,IL,04,-58.3
2014,2020,IL,05,-31.5
2014,2020,IL,06,9.13
2014,2020,IL,07,-71.77
2014,2020,IL,08,-14.14
2014,2020,IL,09,-28.9
2014,2020,IL,10,-14.97
2014,2020,IL,11,-14.4
2014,2020,IL,12,0.3
2014,2020,IL,13,1.53
2014,2020,IL,14,10.76
2014,2020,IL,15,29.06
2014,2020,IL,16,9.53
2014,2020,IL,17,-13.5
2014,2020,IL,18,23.96
2014,2020,IN,01,-20.04
2014,2020,IN,02,14.23
2014,2020,IN,03,27.2
2014,2020,IN,04,24.2
2014,2020,IN,05,18.2
2014,2020,IN,06,24.2
2014,2020,IN,07,-24.5
2014,2020,IN,08,18.36
2014,2020,IN,09,18.16
2014,2020,KS,01,45.4
2014,2020,KS,02,16.56
2014,2020,KS,03,11.7
2014,2020,KS,04,28.36
2014,2020,KY,01,36.1
2014,2020,KY,02,31.9
2014,2020,KY,03,-8.07
2014,2020,KY,04,32.23
2014,2020,KY,05,51.2
2014,2020,KY,06,17.03
2014,2020,LA,01,50.13
2014,2020,LA,02,-46.34
2014,2020,LA,03,37.56
2014,2020,LA,04,24.2
2014,2020,LA,05,28.96
2014,2020,LA,06,39.93
2014,2020,MA,01,-24.94
2014,2020,MA,02,-15.64
2014,2020,MA,03,-11.8
2014,2020,MA,04,-13.04
2014,2020,MA,05,-27.77
2014,2020,MA,06,-7.37
2014,2020,MA,07,-61.34
2014,2020,MA,08,-12.14
2014,2020,MA,09,-9.0
2014,2020,MD,01,27.2
2014,2020,MD,02,-21.44
2014,2020,MD,03,-18.1
2014,2020,MD,04,-51.7
2014,2020,MD,05,-27.97
2014,2020,MD,06,-8.04
2014,2020,MD,07,-48.87
2014,2020,MD,08,-21.4
2014,2020,ME,01,-17.0
2014,2020,ME,02,-4.4
2014,2020,MI,01,10.1
2014,2020,MI,02,14.36
2014,2020,MI,03,9.5
2014,2020,MI,04,10.0
2014,2020,MI,05,-19.17
2014,2020,MI,06,3.3
2014,2020,MI,07,5.93
2014,2020,MI,08,5.2
2014,2020,MI,09,-11.2
2014,2020,MI,10,13.4
2014,2020,MI,11,7.96
2014,2020,MI,12,-29.1
2014,2020,MI,13,-65.8
2014,2020,MI,14,-58.3
2014,2020,MN,01,2.7
2014,2020,MN,02,3.96
2014,2020,MN,03,3.26
2014,2020,MN,04,-22.04
2014,2020,MN,05,-44.3
2014,2020,MN,06,18.83
2014,2020,MN,07,12.63
2014,2020,MN,08,-1.54
2014,2020,MO,01,-56.24
2014,2020,MO,02,17.53
2014,2020,MO,03,26.6
2014,2020,MO,04,26.4
2014,2020,MO,05,-16.4
2014,2020,MO,06,23.8
2014,2020,MO,07,39.13
2014,2020,MO,08,34.83
2014,2020,MS,01,30.2
2014,2020,MS,02,-26.94
2014,2020,MS,03,26.4
2014,2020,MS,04,41.53
2014,2020,MT,01,14.86
2014,2020,NC,01,-38.04
2014,2020,NC,02,19.53
2014,2020,NC,03,20.76
2014,2020,NC,04,-39.4
2014,2020,NC,05,22.83
2014,2020,NC,06,20.1
2014,2020,NC,07,23.23
2014,2020,NC,08,21.66
2014,2020,NC,09,16.96
2014,2020,NC,10,21.43
2014,2020,NC,11,26.33
2014,2020,NC,12,-52.4
2014,2020,NC,13,16.0
2014,2020,ND,01,21.1
2014,2020,NE,01,19.43
2014,2020,NE,02,9.4
2014,2020,NE,03,45.26
2014,2020,NH,01,1.8
2014,2020,NH,02,-5.77
2014,2020,NJ,01,-26.04
2014,2020,NJ,02,-2.97
2014,2020,NJ,03,0.8
2014,2020,NJ,04,14.1
2014,2020,NJ,05,7.73
2014,2020,NJ,06,-16.97
2014,2020,NJ,07,10.6
2014,2020,NJ,08,-49.14
2014,2020,NJ,09,-29.6
2014,2020,NJ,10,-69.37
2014,2020,NJ,11,10.56
2014,2020,NJ,12,-28.54
2014,2020,NM,01,-12.37
2014,2020,NM,02,10.13
2014,2020,NM,03,-15.44
2014,2020,NV,01,-27.64
2014,2020,NV,02,10.0
2014,2020,NV,03,1.5
2014,2020,NV,04,-7.14
2014,2020,NY,01,3.66
2014,2020,NY,02,1.06
2014,2020,NY,03,0.6
2014,2020,NY,04,-7.67
2014,2020,NY,05,-73.34
2014,2020,NY,06,-28.54
2014,2020,NY,07,-70.07
2014,2020,NY,08,-71.67
2014,2020,NY,09,-65.54
2014,2020,NY,10,-45.0
2014,2020,NY,11,3.13
2014,2020,NY,12,-52.27
2014,2020,NY,13,-84.0
2014,2020,NY,14,-54.27
2014,2020,NY,15,-87.47
2014,2020,NY,16,-42.8
2014,2020,NY,17,-10.8
2014,2020,NY,18,0.46
2014,2020,NY,19,-1.8
2014,2020,NY,20,-14.6
2014,2020,NY,21,-0.74
2014,2020,NY,22,5.26
2014,2020,NY,23,5.46
2014,2020,NY,24,-10.27
2014,2020,NY,25,-14.27
2014,2020,NY,26,-24.07
2014,2020,NY,27,16.6
2014,2020,OH,01,10.6
2014,2020,OH,02,15.63
2014,2020,OH,03,-34.24
2014,2020,OH,04,17.9
2014,2020,OH,05,13.6
2014,2020,OH,06,16.13
2014,2020,OH,07,12.66
2014,2020,OH,08,29.4
2014,2020,OH,09,-31.2
2014,2020,OH,10,6.26
2014,2020,OH,11,-60.8
2014,2020,OH,12,14.96
2014,2020,OH,13,-22.17
2014,2020,OH,14,7.3
2014,2020,OH,15,10.76
2014,2020,OH,16,11.83
2014,2020,OK,01,35.53
2014,2020,OK,02,39.2
2014,2020,OK,03,52.13
2014,2020,OK,04,38.53
2014,2020,OK,05,23.4
2014,2020,OR,01,-13.84
2014,2020,OR,02,19.36
2014,2020,OR,03,-42.74
2014,2020,OR,04,-3.3
2014,2020,OR,05,-0.2
2014,2020,PA,01,-57.97
2014,2020,PA,02,-76.67
2014,2020,PA,03,15.4
2014,2020,PA,04,18.3
2014,2020,PA,05,16.86
2014,2020,PA,06,4.33
2014,2020,PA,07,5.13
2014,2020,PA,08,2.56
2014,2020,PA,09,28.6
2014,2020,PA,10,24.2
2014,2020,PA,11,12.8
2014,2020,PA,12,19.4
2014,2020,PA,13,-27.77
2014,2020,PA,14,-31.6
2014,2020,PA,15,5.1
2014,2020,PA,16,8.7
2014,2020,PA,17,-8.07
2014,2020,PA,18,20.06
2014,2020,RI,01,-29.27
2014,2020,RI,02,-16.54
2014,2020,SC,01,21.53
2014,2020,SC,02,24.83
2014,2020,SC,03,34.86
2014,2020,SC,04,29.96
2014,2020,SC,05,16.4
2014,2020,SC,06,-37.27
2014,2020,SC,07,14.5
2014,2020,SD,01,19.83
2014,2020,TN,01,50.1
2014,2020,TN,02,39.1
2014,2020,TN,03,31.8
2014,2020,TN,04,35.4
2014,2020,TN,05,-9.34
2014,2020,TN,06,41.86
2014,2020,TN,07,35.56
2014,2020,TN,08,36.93
2014,2020,TN,09,-51.44
2014,2020,TX,01,47.4
2014,2020,TX,02,31.53
2014,2020,TX,03,33.06
2014,2020,TX,04,51.46
2014,2020,TX,05,33.4
2014,2020,TX,06,21.4
2014,2020,TX,07,25.53
2014,2020,TX,08,57.53
2014,2020,TX,09,-50.6
2014,2020,TX,10,22.86
2014,2020,TX,11,62.4
2014,2020,TX,12,38.06
2014,2020,TX,13,64.46
2014,2020,TX,14,23.2
2014,2020,TX,15,-10.6
2014,2020,TX,16,-24.47
2014,2020,TX,17,25.8
2014,2020,TX,18,-48.54
2014,2020,TX,19,51.73
2014,2020,TX,20,-13.47
2014,2020,TX,21,24.26
2014,2020,TX,22,28.93
2014,2020,TX,23,6.4
2014,2020,TX,24,25.6
2014,2020,TX,25,24.06
2014,2020,TX,26,39.26
2014,2020,TX,27,26.2
2014,2020,TX,28,-15.07
2014,2020,TX,29,-25.27
2014,2020,TX,30,-54.0
2014,2020,TX,31,23.53
2014,2020,TX,32,19.0
2014,2020,TX,33,-37.6
2014,2020,TX,34,-17.0
2014,2020,TX,35,-23.27
2014,2020,TX,36,49.66
2014,2020,UT,01,55.76
2014,2020,UT,02,37.56
2014,2020,UT,03,56.86
2014,2020,UT,04,34.73
2014,2020,VA,01,11.73
2014,2020,VA,02,3.43
2014,2020,VA,03,-53.54
2014,2020,VA,04,6.36
2014,2020,VA,05,10.46
2014,2020,VA,06,22.86
2014,2020,VA,07,19.13
2014,2020,VA,08,-32.17
2014,2020,VA,09,29.86
2014,2020,VA,10,4.8
2014,2020,VA,11,-20.9
2014,2020,VT,01,-31.27
2014,2020,WA,01,-7.0
2014,2020,WA,02,-16.77
2014,2020,WA,03,4.86
2014,2020,WA,04,26.1
2014,2020,WA,05,13.16
2014,2020,WA,06,-10.3
2014,2020,WA,07,-56.54
2014,2020,WA,08,2.36
2014,2020,WA,09,-33.7
2014,2020,WA,10,-10.54
2014,2020,WI,01,6.9
2014,2020,WI,02,-34.04
2014,2020,WI,03,-9.1
2014,2020,WI,04,-45.94
2014,2020,WI,05,25.86
2014,2020,WI,06,9.83
2014,2020,WI,07,4.43
2014,2020,WI,08,4.56
2014,2020,WV,01,27.86
2014,2020,WV,02,23.26
2014,2020,WV,03,30.93
2014,2020,WY,01,42.9
2018,2020,AK,01,17.52
2018,2020,AL,01,30.42
2018,2020,AL,02,32.79
2018,2020,AL,03,33.19
2018,2020,AL,04,61.62
2018,2020,AL,05,34.62
2018,2020,AL,06,49.02
2018,2020,AL,07,-39.88
2018,2020,AR,01,34.12
2018,2020,AR,02,13.75
2018,2020,AR,03,34.92
2018,2020,AR,04,33.25
2018,2020,AZ,01,4.25
2018,2020,AZ,02,-0.08
2018,2020,AZ,03,-25.41
2018,2020,AZ,04,41.55
2018,2020,AZ,05,26.49
2018,2020,AZ,06,16.25
2018,2020,AZ,07,-45.18
2018,2020,AZ,08,25.02
2018,2020,AZ,09,-9.68
2018,2020,CA,01,21.25
2018,2020,CA,02,-41.78
2018,2020,CA,03,-9.45
2018,2020,CA,04,18.62
2018,2020,CA,05,-41.31
2018,2020,CA,06,-40.78
2018,2020,CA,07,-6.25
2018,2020,CA,08,17.39
2018,2020,CA,09,-15.61
2018,2020,CA,10,-0.51
2018,2020,CA,11,-42.38
2018,2020,CA,12,-72.85
2018,2020,CA,13,-77.21
2018,2020,CA,14,-53.31
2018,2020,CA,15,-40.51
2018,2020,CA,16,-18.11
2018,2020,CA,17,-48.38
2018,2020,CA,18,-45.88
2018,2020,CA,19,-46.48
2018,2020,CA,20,-43.68
2018,2020,CA,21,-11.35
2018,2020,CA,22,14.02
2018,2020,CA,23,25.82
2018,2020,CA,24,-14.45
2018,2020,CA,25,-1.15
2018,2020,CA,26,-15.35
2018,2020,CA,27,-31.58
2018,2020,CA,28,-45.11
2018,2020,CA,29,-56.75
2018,2020,CA,30,-37.31
2018,2020,CA,31,-16.91
2018,2020,CA,32,-34.15
2018,2020,CA,33,-32.78
2018,2020,CA,34,-68.88
2018,2020,CA,35,-36.78
2018,2020,CA,36,-4.25
2018,2020,CA,37,-72.11
2018,2020,CA,38,-34.35
2018,2020,CA,39,-1.81
2018,2020,CA,40,-65.25
2018,2020,CA,41,-24.31
2018,2020,CA,42,15.72
2018,2020,CA,43,-57.78
2018,2020,CA,44,-68.15
2018,2020,CA,45,3.02
2018,2020,CA,46,-31.31
2018,2020,CA,47,-25.88
2018,2020,CA,48,5.45
2018,2020,CA,49,-0.08
2018,2020,CA,50,20.29
2018,2020,CA,51,-43.48
2018,2020,CA,52,-14.45
2018,2020,CA,53,-28.91
2018,2020,CO,01,-41.25
2018,2020,CO,02,-17.65
2018,2020,CO,03,12.69
2018,2020,CO,04,24.52
2018,2020,CO,05,25.62
2018,2020,CO,06,-4.95
2018,2020,CO,07,-10.25
2018,2020,CT,01,-21.95
2018,2020,CT,02,-3.68
2018,2020,CT,03,-16.41
2018,2020,CT,04,-16.35
2018,2020,CT,05,-2.78
2018,2020,DE,01,-11.18
2018,2020,FL,01,41.72
2018,2020,FL,02,28.35
2018,2020,FL,03,21.39
2018,2020,FL,04,30.79
2018,2020,FL,05,-28.61
2018,2020,FL,06,19.45
2018,2020,FL,07,-0.61
2018,2020,FL,08,21.35
2018,2020,FL,09,-14.15
2018,2020,FL,10,-12.68
2018,2020,FL,11,30.42
2018,2020,FL,12,18.15
2018,2020,FL,13,0.05
2018,2020,FL,14,-19.81
2018,2020,FL,15,11.92
2018,2020,FL,16,12.92
2018,2020,FL,17,26.39
2018,2020,FL,18,10.19
2018,2020,FL,19,24.69
2018,2020,FL,20,-60.58
2018,2020,FL,21,-17.55
2018,2020,FL,22,-11.01
2018,2020,FL,23,-22.58
2018,2020,FL,24,-67.45
2018,2020,FL,25,4.59
2018,2020,FL,26,-10.41
2018,2020,FL,27,-12.61
2018,2020,GA,01,17.32
2018,2020,GA,02,-11.05
2018,2020,GA,03,34.65
2018,2020,GA,04,-48.71
2018,2020,GA,05,-68.48
2018,2020,GA,06,11.45
2018,2020,GA,07,14.19
2018,2020,GA,08,29.99
2018,2020,GA,09,60.89
2018,2020,GA,10,28.42
2018,2020,GA,11,31.15
2018,2020,GA,12,17.42
2018,2020,GA,13,-39.98
2018,2020,GA,14,53.92
2018,2020,HI,01,-32.61
2018,2020,HI,02,-33.41
2018,2020,IA,01,0.45
2018,2020,IA,02,1.05
2018,2020,IA,03,3.62
2018,2020,IA,04,23.65
2018,2020,ID,01,39.12
2018,2020,ID,02,29.49
2018,2020,IL,01,-52.91
2018,2020,IL,02,-57.31
2018,2020,IL,03,-11.95
2018,2020,IL,04,-64.51
2018,2020,IL,05,-39.78
2018,2020,IL,06,0.75
2018,2020,IL,07,-74.58
2018,2020,IL,08,-17.28
2018,2020,IL,09,-38.01
2018,2020,IL,10,-22.38
2018,2020,IL,11,-18.71
2018,2020,IL,12,12.05
2018,2020,IL,13,6.45
2018,2020,IL,14,8.62
2018,2020,IL,15,43.42
2018,2020,IL,16,16.72
2018,2020,IL,17,-2.51
2018,2020,IL,18,28.65
2018,2020,IN,01,-13.65
2018,2020,IN,02,22.82
2018,2020,IN,03,34.95
2018,2020,IN,04,33.42
2018,2020,IN,05,16.15
2018,2020,IN,06,37.25
2018,2020,IN,07,-21.68
2018,2020,IN,08,31.42
2018,2020,IN,09,26.12
2018,2020,KS,01,46.85
2018,2020,KS,02,19.49
2018,2020,KS,03,5.05
2018,2020,KS,04,29.32
2018,2020,KY,01,46.45
2018,2020,KY,02,38.69
2018,2020,KY,03,-11.61
2018,2020,KY,04,36.15
2018,2020,KY,05,61.35
2018,2020,KY,06,17.42
2018,2020,LA,01,45.35
2018,2020,LA,02,-49.91
2018,2020,LA,03,39.35
2018,2020,LA,04,25.12
2018,2020,LA,05,30.05
2018,2020,LA,06,36.59
2018,2020,MA,01,-21.01
2018,2020,MA,02,-16.75
2018,2020,MA,03,-17.68
2018,2020,MA,04,-18.71
2018,2020,MA,05,-37.08
2018,2020,MA,06,-12.85
2018,2020,MA,07,-67.75
2018,2020,MA,08,-20.31
2018,2020,MA,09,-8.58
2018,2020,MD,01,29.32
2018,2020,MD,02,-22.95
2018,2020,MD,03,-25.51
2018,2020,MD,04,-54.75
2018,2020,MD,05,-29.88
2018,2020,MD,06,-11.51
2018,2020,MD,07,-52.35
2018,2020,MD,08,-28.91
2018,2020,ME,01,-14.31
2018,2020,ME,02,6.72
2018,2020,MI,01,19.65
2018,2020,MI,02,18.72
2018,2020,MI,03,11.39
2018,2020,MI,04,21.89
2018,2020,MI,05,-7.58
2018,2020,MI,06,8.75
2018,2020,MI,07,15.05
2018,2020,MI,08,8.19
2018,2020,MI,09,-7.61
2018,2020,MI,10,28.02
2018,2020,MI,11,7.42
2018,2020,MI,12,-25.98
2018,2020,MI,13,-61.41
2018,2020,MI,14,-58.71
2018,2020,MN,01,12.15
2018,2020,MN,02,3.45
2018,2020,MN,03,-3.85
2018,2020,MN,04,-26.91
2018,2020,MN,05,-50.61
2018,2020,MN,06,24.82
2018,2020,MN,07,26.49
2018,2020,MN,08,11.25
2018,2020,MO,01,-56.45
2018,2020,MO,02,14.79
2018,2020,MO,03,37.32
2018,2020,MO,04,34.95
2018,2020,MO,05,-12.81
2018,2020,MO,06,30.99
2018,2020,MO,07,45.59
2018,2020,MO,08,50.25
2018,2020,MS,01,32.99
2018,2020,MS,02,-27.45
2018,2020,MS,03,25.99
2018,2020,MS,04,42.29
2018,2020,MT,01,20.99
2018,2020,NC,01,-19.28
2018,2020,NC,02,-8.38
2018,2020,NC,03,24.69
2018,2020,NC,04,-34.18
2018,2020,NC,05,33.72
2018,2020,NC,06,-6.18
2018,2020,NC,07,22.39
2018,2020,NC,08,14.45
2018,2020,NC,09,14.15
2018,2020,NC,10,33.92
2018,2020,NC,11,21.92
2018,2020,NC,12,-41.75
2018,2020,NC,13,30.92
2018,2020,ND,01,33.55
2018,2020,NE,01,22.42
2018,2020,NE,02,6.55
2018,2020,NE,03,53.42
2018,2020,NH,01,3.22
2018,2020,NH,02,-2.15
2018,2020,NJ,01,-24.08
2018,2020,NJ,02,3.05
2018,2020,NJ,03,5.29
2018,2020,NJ,04,15.72
2018,2020,NJ,05,4.45
2018,2020,NJ,06,-15.71
2018,2020,NJ,07,4.02
2018,2020,NJ,08,-52.65
2018,2020,NJ,09,-30.61
2018,2020,NJ,10,-71.05
2018,2020,NJ,11,5.22
2018,2020,NJ,12,-30.81
2018,2020,NM,01,-13.55
2018,2020,NM,02,11.75
2018,2020,NM,03,-13.65
2018,2020,NV,01,-27.71
2018,2020,NV,02,13.59
2018,2020,NV,03,3.09
2018,2020,NV,04,-4.15
2018,2020,NY,01,10.72
2018,2020,NY,02,7.29
2018,2020,NY,03,-2.25
2018,2020,NY,04,-8.21
2018,2020,NY,05,-73.15
2018,2020,NY,06,-31.58
2018,2020,NY,07,-74.35
2018,2020,NY,08,-71.05
2018,2020,NY,09,-67.15
2018,2020,NY,10,-53.15
2018,2020,NY,11,7.79
2018,2020,NY,12,-62.31
2018,2020,NY,13,-85.25
2018,2020,NY,14,-56.71
2018,2020,NY,15,-87.81
2018,2020,NY,16,-48.45
2018,2020,NY,17,-15.85
2018,2020,NY,18,2.52
2018,2020,NY,19,5.15
2018,2020,NY,20,-13.11
2018,2020,NY,21,9.92
2018,2020,NY,22,13.15
2018,2020,NY,23,12.95
2018,2020,NY,24,-5.01
2018,2020,NY,25,-14.71
2018,2020,NY,26,-20.25
2018,2020,NY,27,23.15
2018,2020,OH,01,9.12
2018,2020,OH,02,17.09
2018,2020,OH,03,-36.51
2018,2020,OH,04,29.75
2018,2020,OH,05,22.69
2018,2020,OH,06,35.25
2018,2020,OH,07,25.65
2018,2020,OH,08,34.19
2018,2020,OH,09,-24.35
2018,2020,OH,10,8.19
2018,2020,OH,11,-61.75
2018,2020,OH,12,13.72
2018,2020,OH,13,-10.81
2018,2020,OH,14,11.45
2018,2020,OH,15,14.82
2018,2020,OH,16,16.49
2018,2020,OK,01,32.35
2018,2020,OK,02,47.95
2018,2020,OK,03,53.75
2018,2020,OK,04,39.02
2018,2020,OK,05,17.75
2018,2020,OR,01,-18.28
2018,2020,OR,02,21.52
2018,2020,OR,03,-45.21
2018,2020,OR,04,0.39
2018,2020,OR,05,-1.25
2018,2020,PA,01,-20.45
2018,2020,PA,02,-56.45
2018,2020,PA,03,-49.05
2018,2020,PA,04,-4.98
2018,2020,PA,05,-10.91
2018,2020,PA,06,-2.68
2018,2020,PA,07,2.59
2018,2020,PA,08,9.12
2018,2020,PA,09,34.32
2018,2020,PA,10,15.85
2018,2020,PA,11,23.02
2018,2020,PA,12,32.59
2018,2020,PA,13,22.05
2018,2020,PA,14,9.55
2018,2020,PA,15,32.52
2018,2020,PA,16,18.05
2018,2020,PA,17,0.39
2018,2020,PA,18,-10.01
2018,2020,RI,01,-25.71
2018,2020,RI,02,-9.21
2018,2020,SC,01,17.45
2018,2020,SC,02,21.05
2018,2020,SC,03,38.22
2018,2020,SC,04,28.49
2018,2020,SC,05,18.85
2018,2020,SC,06,-35.91
2018,2020,SC,07,18.65
2018,2020,SD,01,28.55
2018,2020,TN,01,56.35
2018,2020,TN,02,38.42
2018,2020,TN,03,35.55
2018,2020,TN,04,40.89
2018,2020,TN,05,-13.98
2018,2020,TN,06,48.49
2018,2020,TN,07,39.82
2018,2020,TN,08,37.52
2018,2020,TN,09,-54.91
2018,2020,TX,01,48.65
2018,2020,TX,02,17.99
2018,2020,TX,03,22.19
2018,2020,TX,04,54.82
2018,2020,TX,05,31.65
2018,2020,TX,06,16.59
2018,2020,TX,07,8.85
2018,2020,TX,08,53.65
2018,2020,TX,09,-57.15
2018,2020,TX,10,15.52
2018,2020,TX,11,61.69
2018,2020,TX,12,34.52
2018,2020,TX,13,65.25
2018,2020,TX,14,22.49
2018,2020,TX,15,-13.75
2018,2020,TX,16,-34.35
2018,2020,TX,17,21.92
2018,2020,TX,18,-52.75
2018,2020,TX,19,51.55
2018,2020,TX,20,-21.51
2018,2020,TX,21,16.65
2018,2020,TX,22,16.42
